Time,Time,1 minute,0.000694444,1 hour,0.041666667,,,,,,,,,,
41559.66389,10/12/2013 15:56,,,,,,,,,,,,,,
41559.66389,10/12/2013 15:56,,,,,,,,,,,,,,
41559.66389,10/12/2013 15:56,,,,,,,,,,,,,,
41559.66389,10/12/2013 15:56,,,,,,,,,,,,,,
41559.66389,10/12/2013 15:56,,,,,,,,,,,,,,
41559.66458,10/12/2013 15:57,,,,,,,,,,,,,,
41559.66458,10/12/2013 15:57,,,,,,,,,,,,,,
41559.66458,10/12/2013 15:57,,,,,,,,,,,,,,
41559.66458,10/12/2013 15:57,,,,,,,,,,,,,,
41559.66528,10/12/2013 15:58,,,,,,,,,,,,,,
41559.66528,10/12/2013 15:58,,,,,,,,,,,,,,
41559.66528,10/12/2013 15:58,,,,,,,,,,,,,,
41559.66528,10/12/2013 15:58,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66597,10/12/2013 15:59,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66667,10/12/2013 16:00,,,,,,,,,,,,,,
41559.66736,10/12/2013 16:01,,,,,,,,,,,,,,
41559.66736,10/12/2013 16:01,,,,,,,,,,,,,,
41559.66736,10/12/2013 16:01,,,,,,,,,,,,,,
41559.66736,10/12/2013 16:01,,,,,,,,,,,,,,
41559.66736,10/12/2013 16:01,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66806,10/12/2013 16:02,,,,,,,,,,,,,,
41559.66875,10/12/2013 16:03,,,,,,,,,,,,,,
41559.66875,10/12/2013 16:03,,,,,,,,,,,,,,
41559.66875,10/12/2013 16:03,,,,,,,,,,,,,,
41559.66875,10/12/2013 16:03,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.66944,10/12/2013 16:04,,,,,,,,,,,,,,
41559.67014,10/12/2013 16:05,,,,,,,,,,,,,,
41559.67014,10/12/2013 16:05,,,,,,,,,,,,,,
41559.67014,10/12/2013 16:05,,,,,,,,,,,,,,
41559.67014,10/12/2013 16:05,,,,,,,,,,,,,,
41559.67014,10/12/2013 16:05,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67083,10/12/2013 16:06,,,,,,,,,,,,,,
41559.67153,10/12/2013 16:07,,,,,,,,,,,,,,
41559.67153,10/12/2013 16:07,,,,,,,,,,,,,,
41559.67153,10/12/2013 16:07,,,,,,,,,,,,,,
41559.67222,10/12/2013 16:08,,,,,,,,,,,,,,
41559.67222,10/12/2013 16:08,,,,,,,,,,,,,,
41559.67222,10/12/2013 16:08,,,,,,,,,,,,,,
41559.67222,10/12/2013 16:08,,,,,,,,,,,,,,
41559.67222,10/12/2013 16:08,,,,,,,,,,,,,,
41559.67292,10/12/2013 16:09,,,,,,,,,,,,,,
41559.67292,10/12/2013 16:09,,,,,,,,,,,,,,
41559.67292,10/12/2013 16:09,,,,,,,,,,,,,,
41559.67292,10/12/2013 16:09,,,,,,,,,,,,,,
41559.67292,10/12/2013 16:09,,,,,,,,,,,,,,
41559.67361,10/12/2013 16:10,,,,,,,,,,,,,,
41559.67361,10/12/2013 16:10,,,,,,,,,,,,,,
41559.67361,10/12/2013 16:10,,,,,,,,,,,,,,
41559.67431,10/12/2013 16:11,,,,,,,,,,,,,,
41559.67431,10/12/2013 16:11,,,,,,,,,,,,,,
41559.67431,10/12/2013 16:11,,,,,,,,,,,,,,
41559.67431,10/12/2013 16:11,,,,,,,,,,,,,,
41559.67431,10/12/2013 16:11,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.675,10/12/2013 16:12,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67569,10/12/2013 16:13,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67639,10/12/2013 16:14,,,,,,,,,,,,,,
41559.67708,10/12/2013 16:15,,,,,,,,,,,,,,
41559.67708,10/12/2013 16:15,,,,,,,,,,,,,,
41559.67778,10/12/2013 16:16,,,,,,,,,,,,,,
41559.67778,10/12/2013 16:16,,,,,,,,,,,,,,
41559.67847,10/12/2013 16:17,,,,,,,,,,,,,,
41559.67847,10/12/2013 16:17,,,,,,,,,,,,,,
41559.67847,10/12/2013 16:17,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67917,10/12/2013 16:18,,,,,,,,,,,,,,
41559.67986,10/12/2013 16:19,,,,,,,,,,,,,,
41559.67986,10/12/2013 16:19,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68056,10/12/2013 16:20,,,,,,,,,,,,,,
41559.68125,10/12/2013 16:21,,,,,,,,,,,,,,
41559.68125,10/12/2013 16:21,,,,,,,,,,,,,,
41559.68125,10/12/2013 16:21,,,,,,,,,,,,,,
41559.68125,10/12/2013 16:21,,,,,,,,,,,,,,
41559.68194,10/12/2013 16:22,,,,,,,,,,,,,,
41559.68194,10/12/2013 16:22,,,,,,,,,,,,,,
41559.68194,10/12/2013 16:22,,,,,,,,,,,,,,
41559.68194,10/12/2013 16:22,,,,,,,,,,,,,,
41559.68194,10/12/2013 16:22,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68264,10/12/2013 16:23,,,,,,,,,,,,,,
41559.68333,10/12/2013 16:24,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68403,10/12/2013 16:25,,,,,,,,,,,,,,
41559.68472,10/12/2013 16:26,,,,,,,,,,,,,,
41559.68472,10/12/2013 16:26,,,,,,,,,,,,,,
41559.68472,10/12/2013 16:26,,,,,,,,,,,,,,
41559.68542,10/12/2013 16:27,,,,,,,,,,,,,,
41559.68542,10/12/2013 16:27,,,,,,,,,,,,,,
41559.68542,10/12/2013 16:27,,,,,,,,,,,,,,
41559.68542,10/12/2013 16:27,,,,,,,,,,,,,,
41559.68542,10/12/2013 16:27,,,,,,,,,,,,,,
41559.68611,10/12/2013 16:28,,,,,,,,,,,,,,
41559.68611,10/12/2013 16:28,,,,,,,,,,,,,,
41559.68611,10/12/2013 16:28,,,,,,,,,,,,,,
41559.68681,10/12/2013 16:29,,,,,,,,,,,,,,
41559.68681,10/12/2013 16:29,,,,,,,,,,,,,,
41559.6875,10/12/2013 16:30,,,,,,,,,,,,,,
41559.6875,10/12/2013 16:30,,,,,,,,,,,,,,
41559.6875,10/12/2013 16:30,,,,,,,,,,,,,,
41559.6875,10/12/2013 16:30,,,,,,,,,,,,,,
41559.68819,10/12/2013 16:31,,,,,,,,,,,,,,
41559.68819,10/12/2013 16:31,,,,,,,,,,,,,,
41559.68819,10/12/2013 16:31,,,,,,,,,,,,,,
41559.68819,10/12/2013 16:31,,,,,,,,,,,,,,
41559.68819,10/12/2013 16:31,,,,,,,,,,,,,,
41559.68889,10/12/2013 16:32,,,,,,,,,,,,,,
41559.68889,10/12/2013 16:32,,,,,,,,,,,,,,
41559.68889,10/12/2013 16:32,,,,,,,,,,,,,,
41559.68889,10/12/2013 16:32,,,,,,,,,,,,,,
41559.68889,10/12/2013 16:32,,,,,,,,,,,,,,
41559.68958,10/12/2013 16:33,,,,,,,,,,,,,,
41559.68958,10/12/2013 16:33,,,,,,,,,,,,,,
41559.68958,10/12/2013 16:33,,,,,,,,,,,,,,
41559.68958,10/12/2013 16:33,,,,,,,,,,,,,,
41559.68958,10/12/2013 16:33,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69028,10/12/2013 16:34,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69097,10/12/2013 16:35,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69167,10/12/2013 16:36,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69236,10/12/2013 16:37,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69306,10/12/2013 16:38,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69375,10/12/2013 16:39,,,,,,,,,,,,,,
41559.69444,10/12/2013 16:40,,,,,,,,,,,,,,
41559.69444,10/12/2013 16:40,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69514,10/12/2013 16:41,,,,,,,,,,,,,,
41559.69583,10/12/2013 16:42,,,,,,,,,,,,,,
41559.69583,10/12/2013 16:42,,,,,,,,,,,,,,
41559.69583,10/12/2013 16:42,,,,,,,,,,,,,,
41559.69583,10/12/2013 16:42,,,,,,,,,,,,,,
41559.69583,10/12/2013 16:42,,,,,,,,,,,,,,
41559.69653,10/12/2013 16:43,,,,,,,,,,,,,,
41559.69653,10/12/2013 16:43,,,,,,,,,,,,,,
41559.69653,10/12/2013 16:43,,,,,,,,,,,,,,
41559.69722,10/12/2013 16:44,,,,,,,,,,,,,,
41559.69722,10/12/2013 16:44,,,,,,,,,,,,,,
41559.69722,10/12/2013 16:44,,,,,,,,,,,,,,
41559.69722,10/12/2013 16:44,,,,,,,,,,,,,,
41559.69792,10/12/2013 16:45,,,,,,,,,,,,,,
41559.69792,10/12/2013 16:45,,,,,,,,,,,,,,
41559.69792,10/12/2013 16:45,,,,,,,,,,,,,,
41559.69792,10/12/2013 16:45,,,,,,,,,,,,,,
41559.69792,10/12/2013 16:45,,,,,,,,,,,,,,
41559.69861,10/12/2013 16:46,,,,,,,,,,,,,,
41559.69861,10/12/2013 16:46,,,,,,,,,,,,,,
41559.69861,10/12/2013 16:46,,,,,,,,,,,,,,
41559.69861,10/12/2013 16:46,,,,,,,,,,,,,,
41559.69861,10/12/2013 16:46,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.69931,10/12/2013 16:47,,,,,,,,,,,,,,
41559.7,10/12/2013 16:48,,,,,,,,,,,,,,
41559.7,10/12/2013 16:48,,,,,,,,,,,,,,
41559.7,10/12/2013 16:48,,,,,,,,,,,,,,
41559.7,10/12/2013 16:48,,,,,,,,,,,,,,
41559.7,10/12/2013 16:48,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70069,10/12/2013 16:49,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70139,10/12/2013 16:50,,,,,,,,,,,,,,
41559.70208,10/12/2013 16:51,,,,,,,,,,,,,,
41559.70208,10/12/2013 16:51,,,,,,,,,,,,,,
41559.70208,10/12/2013 16:51,,,,,,,,,,,,,,
41559.70208,10/12/2013 16:51,,,,,,,,,,,,,,
41559.70208,10/12/2013 16:51,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70278,10/12/2013 16:52,,,,,,,,,,,,,,
41559.70347,10/12/2013 16:53,,,,,,,,,,,,,,
41559.70347,10/12/2013 16:53,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70417,10/12/2013 16:54,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70486,10/12/2013 16:55,,,,,,,,,,,,,,
41559.70556,10/12/2013 16:56,,,,,,,,,,,,,,
41559.70556,10/12/2013 16:56,,,,,,,,,,,,,,
41559.70556,10/12/2013 16:56,,,,,,,,,,,,,,
41559.70556,10/12/2013 16:56,,,,,,,,,,,,,,
41559.70556,10/12/2013 16:56,,,,,,,,,,,,,,
41559.70625,10/12/2013 16:57,,,,,,,,,,,,,,
41559.70625,10/12/2013 16:57,,,,,,,,,,,,,,
41559.70625,10/12/2013 16:57,,,,,,,,,,,,,,
41559.70625,10/12/2013 16:57,,,,,,,,,,,,,,
41559.70694,10/12/2013 16:58,,,,,,,,,,,,,,
41559.70694,10/12/2013 16:58,,,,,,,,,,,,,,
41559.70694,10/12/2013 16:58,,,,,,,,,,,,,,
41559.70764,10/12/2013 16:59,,,,,,,,,,,,,,
41559.70764,10/12/2013 16:59,,,,,,,,,,,,,,
41559.70764,10/12/2013 16:59,,,,,,,,,,,,,,
41559.70764,10/12/2013 16:59,,,,,,,,,,,,,,
41559.70833,10/12/2013 17:00,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71042,10/12/2013 17:03,,,,,,,,,,,,,,
41559.71111,10/12/2013 17:04,,,,,,,,,,,,,,
41559.71111,10/12/2013 17:04,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.71181,10/12/2013 17:05,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.7125,10/12/2013 17:06,,,,,,,,,,,,,,
41559.71319,10/12/2013 17:07,,,,,,,,,,,,,,
41559.71319,10/12/2013 17:07,,,,,,,,,,,,,,
41559.71319,10/12/2013 17:07,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71389,10/12/2013 17:08,,,,,,,,,,,,,,
41559.71458,10/12/2013 17:09,,,,,,,,,,,,,,
41559.71458,10/12/2013 17:09,,,,,,,,,,,,,,
41559.71458,10/12/2013 17:09,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71528,10/12/2013 17:10,,,,,,,,,,,,,,
41559.71597,10/12/2013 17:11,,,,,,,,,,,,,,
41559.71667,10/12/2013 17:12,,,,,,,,,,,,,,
41559.71667,10/12/2013 17:12,,,,,,,,,,,,,,
41559.71667,10/12/2013 17:12,,,,,,,,,,,,,,
41559.71736,10/12/2013 17:13,,,,,,,,,,,,,,
41559.71736,10/12/2013 17:13,,,,,,,,,,,,,,
41559.71736,10/12/2013 17:13,,,,,,,,,,,,,,
41559.71736,10/12/2013 17:13,,,,,,,,,,,,,,
41559.71736,10/12/2013 17:13,,,,,,,,,,,,,,
41559.71806,10/12/2013 17:14,,,,,,,,,,,,,,
41559.71806,10/12/2013 17:14,,,,,,,,,,,,,,
41559.71806,10/12/2013 17:14,,,,,,,,,,,,,,
41559.71875,10/12/2013 17:15,,,,,,,,,,,,,,
41559.71875,10/12/2013 17:15,,,,,,,,,,,,,,
41559.71875,10/12/2013 17:15,,,,,,,,,,,,,,
41559.71944,10/12/2013 17:16,,,,,,,,,,,,,,
41559.71944,10/12/2013 17:16,,,,,,,,,,,,,,
41559.71944,10/12/2013 17:16,,,,,,,,,,,,,,
41559.71944,10/12/2013 17:16,,,,,,,,,,,,,,
41559.72014,10/12/2013 17:17,,,,,,,,,,,,,,
41559.72014,10/12/2013 17:17,,,,,,,,,,,,,,
41559.72014,10/12/2013 17:17,,,,,,,,,,,,,,
41559.72014,10/12/2013 17:17,,,,,,,,,,,,,,
41559.72083,10/12/2013 17:18,,,,,,,,,,,,,,
41559.72083,10/12/2013 17:18,,,,,,,,,,,,,,
41559.72083,10/12/2013 17:18,,,,,,,,,,,,,,
41559.72153,10/12/2013 17:19,,,,,,,,,,,,,,
41559.72153,10/12/2013 17:19,,,,,,,,,,,,,,
41559.72153,10/12/2013 17:19,,,,,,,,,,,,,,
41559.72153,10/12/2013 17:19,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72222,10/12/2013 17:20,,,,,,,,,,,,,,
41559.72292,10/12/2013 17:21,,,,,,,,,,,,,,
41559.72292,10/12/2013 17:21,,,,,,,,,,,,,,
41559.72292,10/12/2013 17:21,,,,,,,,,,,,,,
41559.72292,10/12/2013 17:21,,,,,,,,,,,,,,
41559.72292,10/12/2013 17:21,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72361,10/12/2013 17:22,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.72431,10/12/2013 17:23,,,,,,,,,,,,,,
41559.725,10/12/2013 17:24,,,,,,,,,,,,,,
41559.725,10/12/2013 17:24,,,,,,,,,,,,,,
41559.725,10/12/2013 17:24,,,,,,,,,,,,,,
41559.725,10/12/2013 17:24,,,,,,,,,,,,,,
41559.725,10/12/2013 17:24,,,,,,,,,,,,,,
41559.72569,10/12/2013 17:25,,,,,,,,,,,,,,
41559.72569,10/12/2013 17:25,,,,,,,,,,,,,,
41559.72569,10/12/2013 17:25,,,,,,,,,,,,,,
41559.72569,10/12/2013 17:25,,,,,,,,,,,,,,
41559.72569,10/12/2013 17:25,,,,,,,,,,,,,,
